1503701485632,-2, 0, 0, 2, 0, 0, -3, 1
1503701485640,-5, 3, 1, 1, -1, -2, 1, 4
1503701485647,0, -2, -2, 0, 1, 0, -1, -3
1503701485662,-5, -5, -2, 0, -1, -1, -2, -7
1503701485669,-1, 0, -1, 0, -1, 0, -1, 1
1503701485685,-1, -1, -1, -1, 0, -2, -1, 1
1503701485692,0, -2, -1, -1, -1, 0, 0, 1
1503701485700,0, 0, -2, -1, -1, -2, -1, 1
1503701485707,-1, 0, 1, -2, -2, -1, -1, -5
1503701485724,1, -3, -1, -1, -1, -1, 0, 0
1503701485729,-1, 0, 1, 1, -1, -1, 0, -1
1503701485738,-1, -2, -1, -1, -2, 0, 0, -1
1503701485752,0, -2, 0, -3, -1, -2, -2, -4
1503701485760,0, 2, 0, 0, -2, -2, -1, 0
1503701485767,0, 1, -1, 0, -3, -1, -1, 1
1503701485789,1, 1, 0, 0, 1, -1, 0, 1
1503701485791,2, -2, -3, -1, -2, -1, 1, -4
1503701485798,1, 0, -2, -2, -1, -2, -1, 0
1503701485812,-1, 0, -1, -1, -2, -2, -2, -2
1503701485820,-2, 0, -2, -2, 0, 0, -1, -1
1503701485827,0, -1, 0, -1, -1, 0, -2, -1
1503701485843,-1, -2, -1, 0, -1, 0, -2, 1
1503701485850,-3, -1, -2, 1, -1, -1, 1, 5
1503701485858,-2, -1, 0, 0, 0, 1, -1, 1
1503701485872,1, -2, -1, -1, -1, -1, -1, 5
1503701485880,2, -1, -1, 0, -3, -1, -2, -10
1503701485895,-2, -2, -1, -1, 0, -1, -1, 1
1503701485903,-1, 1, 0, -1, -1, -1, -2, -1
1503701485921,0, -2, -1, -1, -1, -2, 0, 2
1503701485932,4, -2, -1, 0, -1, 0, -1, 0
1503701485940,0, -1, 0, -1, 0, 1, 0, -1
1503701485955,-3, -2, 0, 0, 0, 0, -1, -7
1503701485962,-1, -3, 0, -1, 0, -1, 0, 2
1503701485969,-4, -2, -3, -2, 1, -1, 0, -6
1503701485985,-1, -3, -2, -1, 0, 0, 0, 2
1503701485992,1, 0, -1, -2, 0, -2, 1, 6
1503701486000,-1, 0, 0, -1, 1, -1, 0, -1
1503701486016,-2, -1, 0, -2, -1, 0, -3, -2
1503701486022,-2, 0, -2, -1, -1, 1, 0, 1
1503701486023,1, -1, -3, -1, -1, -2, -1, -6
1503701486029,-1, -1, 0, 0, -2, -1, -1, -3
1503701486044,-1, 0, -2, 0, -2, 1, 0, 1
1503701486052,2, 1, 0, 0, 1, 1, 0, 2
1503701486060,-2, -1, 0, -1, 0, 1, 0, 1
1503701486074,0, -1, -1, 0, 1, -1, -1, 1
1503701486084,0, 0, -2, 2, -1, -2, -1, -1
1503701486090,-1, -2, -1, 0, -1, 0, -2, 0
1503701486104,2, 0, -2, -1, -1, -1, -1, 0
1503701486112,-2, 0, 0, -1, 0, 0, -1, 2
1503701486120,0, 2, -1, 0, 0, -2, 0, -1
1503701486135,-1, 0, 1, -1, -2, 0, -1, -9
1503701486143,0, -3, -1, -1, 0, -2, -2, -9
1503701486151,0, 1, -1, -3, -1, 0, -1, 2
1503701486164,-1, -3, 0, -1, 0, 1, -3, 2
1503701486172,0, -1, -1, -1, -2, -2, -1, 0
1503701486180,-5, -2, -1, -1, -2, 1, -1, -2
1503701486194,-3, 0, -1, 0, -2, -2, 0, -3
1503701486209,0, 1, 0, -1, 0, -1, 1, 3
1503701486211,0, -2, -3, 0, -1, -1, 0, 1
1503701486224,0, -2, 0, -1, -1, 1, -1, 4
1503701486225,-3, -3, 0, -2, -1, 0, 0, -6
1503701486232,-4, -2, 0, -1, 0, -1, 0, 1
1503701486240,1, -1, -1, -1, -1, 0, -3, -6
1503701486255,-1, 1, -1, 0, 0, -2, -1, -4
1503701486269,-2, -1, 0, -1, -1, -1, -2, 1
1503701486270,0, 0, -2, -1, -2, -2, 0, -1
1503701486286,-1, -3, -1, 1, -1, -1, 1, -6
1503701486292,-3, -1, 0, -1, 1, -1, -1, 3
1503701486300,-1, 1, -1, -3, -2, -2, 0, 6
1503701486314,1, -1, -1, -2, -1, -1, 1, -5
1503701486329,-1, 1, -1, 1, -1, 0, 0, 0
1503701486330,-2, -2, -1, 1, 0, -1, -2, -6
1503701486345,2, -2, -2, -1, -1, -1, -1, 2
1503701486353,-1, 0, 1, 0, -1, 0, -2, 1
1503701486361,-3, -2, -1, 1, 0, -1, -2, -1
1503701486375,-1, 0, -1, -1, 0, -1, -1, 0
1503701486382,-1, -1, -2, 0, -1, -1, -1, 1
1503701486390,0, 0, -1, -1, -1, 2, -1, 0
1503701486404,0, -2, 0, -1, 0, -1, 0, -5
1503701486412,1, -1, -1, -1, -1, 1, -2, 1
1503701486421,2, 0, 0, -1, -1, 0, 0, 3
1503701486434,1, 3, 1, -2, 0, -2, 0, -2
1503701486442,-1, -3, -1, -1, 0, 0, 0, -2
1503701486449,0, -1, -1, 0, -2, -1, -2, -1
1503701486464,0, 1, -1, -1, -1, -1, 0, -1
1503701486472,-2, -4, -1, 0, 0, 0, 0, -2
1503701486480,-1, -1, -1, -1, 1, -1, 0, 3
1503701486495,-6, 1, 0, -1, 0, -1, 0, 1
1503701486502,-1, 1, -1, -1, -2, -1, 0, -2
1503701486509,-1, -1, -3, 1, -3, 0, 1, 4
1503701486525,-1, 2, 1, -1, 0, -2, -3, 0
1503701486532,3, -1, 0, -3, -2, 0, 0, -2
1503701486540,0, -1, -1, -1, 0, -1, -1, -1
1503701486555,-1, 0, 0, -1, 0, -1, -1, 2
1503701486563,0, 1, -1, 0, 1, -1, 0, 2
1503701486569,1, -1, -1, -1, 0, -1, -2, -2
1503701486584,-1, 0, -4, -2, -3, 0, -1, 1
1503701486592,0, -2, -1, -2, -1, 0, 1, 4
1503701486600,3, 1, 1, 0, 0, -1, -2, 2
1503701486614,-1, -1, 1, -1, -2, 0, -2, -6
1503701486624,-2, -1, -1, -1, -1, -3, -1, -2
1503701486629,-1, 0, -1, 0, 0, -1, -1, 1
1503701486644,-1, -1, -1, 0, 0, -1, -1, -6
1503701486654,0, -1, -2, 0, 0, 0, -2, -2
1503701486660,-3, 1, 0, -2, -1, 1, 0, 1
1503701486674,-2, 1, -1, 0, -1, -1, 0, 2
1503701486682,-1, 0, 0, 1, 0, 0, -3, 1
1503701486690,1, 3, 0, 0, 0, 0, 0, 0
1503701486704,-2, -2, 0, -1, 0, 0, -1, 0
1503701486712,0, -1, -1, -1, -1, -3, -2, -4
1503701486721,0, -2, 0, -1, 1, -2, 1, -1
1503701486734,-1, -3, -1, -1, -2, -3, -1, -9
1503701486742,-3, 1, -2, 0, 0, 1, -1, -2
1503701486749,-2, -2, 1, 0, 0, 1, -2, -2
1503701486764,-1, -2, -4, -1, -3, -3, -1, -4
1503701486772,-2, -2, 0, -2, 0, 0, 1, -2
1503701486780,0, -2, 0, -1, -1, 0, 0, 4
1503701486794,-1, -2, -2, -2, 0, -2, -3, -4
1503701486802,1, -2, -1, -2, 0, -1, -1, -2
1503701486809,0, 0, 0, 0, 0, 0, -1, 4
1503701486825,1, -2, -3, -1, -2, -2, -1, -2
1503701486832,-2, -4, 1, -1, -1, -2, 1, 1
1503701486840,-1, 0, 0, -1, 0, 0, 0, -1
1503701486855,-4, -2, -2, -2, 0, 0, -3, -4
1503701486863,-2, 0, 1, 0, 0, 1, -1, 4
1503701486876,1, 0, 0, 0, -1, 0, 0, 4
1503701486884,0, -2, -1, 0, -2, 0, -2, -5
1503701486892,-1, 0, -3, -1, -1, 0, -1, 0
1503701486907,-1, -1, -1, -1, 0, -1, 0, -7
1503701486915,1, 0, -2, 0, -2, -1, -1, -1
1503701486923,0, 0, 0, -1, -2, -2, -1, -2
1503701486936,0, 2, 0, 0, -1, -1, 0, -1
1503701486944,-2, -1, 0, 1, 0, 0, 1, 2
1503701486952,2, -2, -1, -2, 0, -1, 0, -5
1503701486967,1, 0, -1, 0, 0, -1, 0, 3
1503701486974,-2, 0, 2, -2, -1, 1, 0, 7
1503701486983,-7, -3, -1, -3, -3, -1, -1, -5
1503701486996,-1, -1, 0, -1, 2, 0, -2, 0
1503701487004,1, 1, -2, -1, 0, -1, -1, 7
1503701487012,0, 0, -1, 0, -1, -2, -1, -1
1503701487027,-1, -1, -1, 0, 1, -1, 1, 0
1503701487034,0, -1, 0, -1, -2, -3, 0, -2
1503701487042,3, 2, 0, -2, -2, 0, -1, -3
1503701487056,-2, -1, -2, 2, -2, 0, -1, 1
1503701487065,-1, -2, 0, -1, 0, -2, -1, 6
1503701487072,2, -2, 0, -2, 0, -2, -1, -1
1503701487090,1, -2, 0, -1, 0, 0, -2, -1
1503701487094,1, -1, -3, -2, 0, -3, 2, -1
1503701487102,-2, -2, -2, -2, -1, -2, -4, -9
1503701487116,0, 0, 0, 0, -2, 0, -1, 0
1503701487124,-2, -3, -2, -1, 0, -2, 0, -1
1503701487132,-1, 0, -3, 0, -2, 0, -2, 0
1503701487147,-2, -1, 0, 1, 1, -1, -1, 0
1503701487157,0, -1, 2, -2, 1, 0, 1, 0
1503701487163,2, -1, 0, -1, 0, 1, 0, 2
1503701487176,3, 0, 0, -1, 0, 1, 0, 3
1503701487185,1, 0, 0, -1, -2, 0, -1, -5
1503701487193,-3, 1, -1, 0, -1, 0, -1, -1
1503701487207,-7, -1, -1, -2, -2, 0, 0, -2
1503701487214,0, 0, 1, -1, -2, -1, -3, -3
1503701487224,0, 0, -1, 1, -2, 0, -1, 2
1503701487236,-3, -1, -3, -1, 0, -1, 0, 0
1503701487244,1, -2, -3, -1, 0, 0, 0, 1
1503701487252,0, -1, 0, -2, 1, -2, -1, -3
1503701487267,0, -1, -1, -1, 0, -2, -2, -2
1503701487268,3, 2, -2, -1, 0, -2, 0, -1
1503701487274,0, 0, 0, 0, 0, -1, 1, 0
1503701487282,2, -3, -1, 1, -1, -1, -2, 0
1503701487296,0, -2, -2, -1, -2, 0, 0, 0
1503701487304,0, -1, 0, -1, -1, -1, 0, -3
1503701487312,-3, -1, -2, 1, 0, 0, -1, 1
1503701487328,-2, -1, -1, -1, -2, -1, -2, -3
1503701487335,0, -1, -2, -1, 1, -2, -1, 1
1503701487342,1, 1, 0, -1, -1, -1, 0, 4
1503701487359,-3, 0, 0, -1, -1, 0, 1, -3
1503701487364,-2, -3, -2, 1, -1, 0, -1, -9
1503701487372,0, -1, 0, 1, 0, -1, -2, 0
1503701487387,-1, 0, 0, -1, -1, -1, -2, -1
1503701487395,-2, -2, -2, -1, -2, 1, 0, -1
1503701487402,0, -1, -1, -1, -2, -2, -1, 3
1503701487416,0, -1, 0, -1, -1, -2, -2, 4
1503701487426,-3, -2, 0, -1, -2, 1, 0, -1
1503701487433,1, 0, 1, 0, -2, -1, -1, -3
1503701487447,-1, 0, 0, -1, 0, 0, 2, 0
1503701487454,0, -1, -1, -2, -2, -2, -1, -5
1503701487463,-1, -3, 0, -2, 0, 0, 0, 1
1503701487476,-1, 0, -3, -1, 0, -3, -2, -11
1503701487484,-2, -2, -2, -2, -3, -1, 0, -2
1503701487492,-1, -1, 0, 0, -1, 1, -1, 3
1503701487507,0, -1, 0, 0, 0, -3, -1, -1
1503701487514,0, 0, -2, 0, -1, -1, 1, -3
1503701487522,0, 1, -2, 1, -1, -1, -2, 2
1503701487537,-3, -3, -2, -1, 0, -1, -1, 0
1503701487545,1, -2, -2, 0, 0, -1, -1, 1
1503701487552,1, 0, 0, 0, 0, 0, 0, 0
1503701487567,-1, 0, 1, 0, 0, 0, -1, -5
1503701487574,-2, -4, 0, -4, 0, -2, -1, 6
1503701487582,-1, -1, -1, -1, 1, 1, -2, 0
1503701487597,0, -1, -2, -1, -2, -1, 0, 2
1503701487606,0, 1, -2, -1, 0, -1, -1, -1
1503701487613,1, -1, -1, 1, 1, -1, 0, -4
1503701487627,-4, 0, -1, 0, 0, -1, -2, -6
1503701487636,-1, 0, 1, -1, 1, 1, -1, -1
1503701487642,1, 0, 0, -1, -2, -1, 0, 6
1503701487660,-1, 2, 0, 0, -3, 0, 1, 3
1503701487666,1, 0, 0, 0, -1, 0, -1, 3
1503701487672,0, 0, -1, -2, -1, 0, 1, 4
1503701487687,-1, -2, -1, -1, -1, -3, -3, -4
1503701487695,-3, -4, -2, -3, -3, -2, -1, 1
1503701487702,-2, -1, -3, -1, -2, -1, -1, 0
1503701487717,-2, -1, -2, -2, 0, 0, -1, -1
1503701487726,-2, 0, -1, -1, -1, -1, 1, -3
1503701487740,1, 0, -3, 0, -1, -2, -3, -6
1503701487747,-2, -1, -1, -1, -2, -2, 0, -2
1503701487754,-1, 1, 1, -2, -1, 0, -1, -2
1503701487763,0, -1, 1, -1, 0, -2, -2, 2
1503701487777,0, -3, 1, 2, -1, -2, -1, -1
1503701487785,0, -1, -2, -3, -1, -1, -1, -5
1503701487799,0, -1, -1, -1, 1, -2, -1, -3
1503701487809,1, 0, 0, -1, 0, 0, -2, -2
1503701487815,-4, -2, -4, -1, -1, -2, -2, -6
1503701487829,-2, -1, -2, 0, -2, 0, -2, -4
1503701487837,2, 1, -1, 0, -2, 1, -1, 4
1503701487845,-1, -1, -2, -2, 1, 0, 0, 3
1503701487860,-1, -1, 0, -1, -1, -1, -1, -1
1503701487867,-1, -2, 0, 0, 0, -1, 0, -1
1503701487874,-3, 1, -1, -3, -1, 0, -1, -2
1503701487889,-1, 0, -1, 0, -2, 0, 0, -5
1503701487897,-2, 0, 1, 0, 0, -1, -1, -3
1503701487906,0, -1, -1, -1, -1, -2, 0, 2
1503701487920,0, -2, -2, 0, 1, -1, -1, -1
1503701487927,2, 1, 0, -1, 2, 0, 0, 0
1503701487935,2, 1, 1, 0, -2, 0, 0, 0
1503701487949,-1, -1, -1, 0, -2, -2, -2, -3
1503701487957,-1, -1, -1, 0, -1, -1, -1, 1
1503701487965,0, -3, 0, -3, -1, -2, 0, -6
1503701487979,1, -1, 0, -1, -2, -1, -1, -1
1503701487987,0, -2, 0, 1, -1, 0, 0, 3
1503701487994,-3, -3, -2, 0, -2, 0, -1, -6
1503701488009,-4, 1, 0, 0, -1, 0, 0, 2
1503701488017,0, 1, -1, -1, -1, -2, 1, 0
1503701488025,1, -2, -1, -1, -1, 2, 0, 1
1503701488039,-1, -2, -2, -1, 1, 0, -3, -1
1503701488047,2, -1, -1, -2, 0, -2, -1, -1
1503701488054,-8, -3, -2, -1, -2, -1, -1, -3
1503701488070,-3, 1, 0, 0, 0, 0, -1, 2
1503701488077,1, 0, -1, -2, -2, -1, -3, -1
1503701488085,0, 1, -2, -2, -2, -1, 0, 2
1503701488099,1, -3, -1, 0, -1, 0, -2, -3
1503701488107,2, -1, -2, -1, 0, 0, -2, -4
1503701488114,2, -2, -1, -1, -2, -1, -1, 0
1503701488129,-1, -3, -2, -1, -1, -2, 0, -4
1503701488137,1, 0, -1, -1, 0, -1, 0, 3
1503701488145,-1, 1, 0, 0, 0, 0, -1, 3
1503701488159,0, 1, 0, -1, -2, 1, 0, -3
1503701488167,-2, 0, -1, -1, -1, -1, -2, 3
1503701488174,0, 0, 2, 1, 1, 0, 1, 4
1503701488189,-2, -2, -2, 2, -1, 0, -2, -4
1503701488197,-6, -5, -3, -1, 1, -2, -2, 1
1503701488205,0, -2, -1, 0, -2, -1, 0, -4
1503701488219,0, 1, -1, -1, -2, -1, -1, -3
1503701488229,1, -2, -2, -1, -1, -1, -1, -2
1503701488235,1, -2, -1, -3, 0, 0, 0, 3
1503701488250,-3, -1, 1, -3, 0, -1, 0, -2
1503701488257,1, 3, -1, -2, 1, -1, -1, 4
1503701488265,0, 0, 0, -2, 0, -1, 1, 2
1503701488279,-2, -1, -1, -1, -3, -1, -1, 1
1503701488287,0, -2, -2, -2, 0, 1, -3, -3
1503701488296,-3, -1, -1, 0, 0, -1, -1, -2
1503701488309,-1, 0, -1, -1, 0, 1, 0, 3
1503701488317,-1, 1, -1, 0, -2, -1, 0, -2
1503701488325,1, 0, -1, -1, -3, 0, -1, 2
1503701488339,0, -2, -1, 0, -1, 0, -1, -3
1503701488347,-1, -6, -4, 0, -2, -2, -1, -8
1503701488354,0, -1, -2, 0, -1, 0, -3, -1
1503701488369,-2, -1, 1, -1, -1, 0, 0, 3
1503701488377,-2, 0, -1, -1, -1, 1, 0, -4
1503701488385,0, 1, 0, -1, 1, 1, -1, 1
1503701488400,2, -1, 1, -2, 1, 0, -1, 3
1503701488407,0, -1, 1, -3, -1, 0, -2, 0
1503701488414,2, -2, -2, 0, -1, -1, -1, -1
1503701488430,-2, -1, 0, 0, -1, -3, 0, 0
1503701488437,0, 0, 0, 0, -1, -1, 0, -1
1503701488445,-3, -1, -3, -1, 0, -2, -2, -4
1503701488459,1, -3, -1, 0, 0, 0, -1, 2
1503701488468,1, 0, -1, -1, -3, 0, -2, -1
1503701488474,-3, 1, 0, -1, 1, -1, -1, -1
1503701488489,0, 0, -1, -1, 0, -3, 0, 0
1503701488497,-1, 0, 1, -1, -3, -1, 1, -2
1503701488505,1, 0, 0, 0, 0, 0, 0, -3
1503701488519,-2, -1, -2, -1, 0, -2, -2, 1
1503701488527,2, -3, -2, 0, -2, -2, -1, 0
1503701488535,-1, -1, -3, -2, 0, 1, -1, 0
1503701488549,-1, 1, 0, 1, 0, 0, -1, -2
1503701488557,0, 0, -1, 0, -1, 0, 0, -2
1503701488565,0, -1, -2, -2, -1, -1, -1, -2
1503701488579,1, -1, 2, 0, 0, -2, 0, 0
1503701488587,-4, -5, -1, -2, -1, 0, -2, -4
1503701488597,0, -1, -1, -1, -2, 0, -3, -4
1503701488609,-2, -2, -3, -1, -1, -1, 0, 0
1503701488617,-1, -2, -2, -1, 0, -1, 0, -2
1503701488625,-2, 0, 0, 0, -1, 0, -2, -4
1503701488640,-1, 0, -2, -2, -1, -1, 1, 0
1503701488647,2, 1, 2, 0, 0, -2, 1, 6
1503701488654,3, -2, -1, -2, 0, -2, -3, -1
1503701488670,-3, -2, -2, -2, -2, -1, -1, -3
1503701488677,-2, -4, -3, -2, -1, 0, 0, -12
1503701488685,-1, 0, 1, 1, -1, -1, -1, -3
1503701488699,-3, 1, -1, -1, 0, 0, 0, 1
1503701488707,3, -1, 0, 1, 0, 0, 0, 1
1503701488714,-2, -2, 0, -1, -2, 1, -1, 3
1503701488731,-3, 0, -2, -2, 1, 0, -1, -3
1503701488737,0, -1, 0, 1, 0, -1, -2, 0
1503701488752,-2, 1, 0, -1, -1, 0, 1, 4
1503701488758,1, -2, -1, -3, -3, -1, -1, -3
1503701488767,-1, -1, -2, 0, 0, -1, -2, -2
1503701488781,1, -1, -1, -1, 1, -1, -2, -1
1503701488789,-1, 0, -3, -4, -2, 0, -2, -3
1503701488798,-5, -3, -3, -1, -1, 0, -1, -10
1503701488812,-2, -1, 1, 0, -1, 0, 0, -2
1503701488818,0, 1, 0, 0, 0, 0, 1, 5
1503701488827,1, -1, -3, -1, 0, -1, -1, 2
1503701488841,-3, 1, -1, 0, 0, -1, 1, 4
1503701488849,-3, 0, -1, -1, -2, -3, -1, -2
1503701488857,2, 1, 0, -2, -1, -1, -2, 2
1503701488872,1, 1, -1, 0, -2, -1, 0, 0
1503701488878,-1, -1, -2, -1, -1, -1, 0, 6
1503701488887,-2, -3, 0, -1, -1, -1, -2, -5
1503701488902,0, -1, -1, -1, 0, 0, -1, 2
1503701488911,-2, -2, -1, 1, 1, 1, -1, -5
1503701488917,-3, -2, 0, 1, 0, 0, 0, -2
1503701488932,0, 0, 1, -2, -1, 0, 0, -2
1503701488939,0, -1, 0, -1, -2, -2, 0, -2
1503701488947,-1, 0, -1, -1, 0, -1, 0, -1
1503701488961,-2, 1, 0, 0, -1, -2, -1, -1
1503701488970,-1, -1, -1, 0, 0, -1, -2, -7
1503701488977,-2, -1, 0, -1, 0, 0, -1, -4
1503701488992,-3, 0, -1, -1, -2, -1, 1, 2
1503701489000,-2, -1, -2, -2, -1, -2, -1, -4
1503701489007,2, -1, -1, 1, -1, 0, 0, 0
1503701489021,2, -2, 1, -1, -2, -1, 0, 0
1503701489029,-3, 0, 0, 0, 0, 0, 0, 3
1503701489037,0, -1, 0, -1, 0, -1, 0, 1
1503701489052,2, 2, 1, 0, -2, 0, -1, 5
1503701489059,-1, 0, -1, 0, -1, 0, -1, -1
1503701489067,1, 0, -1, 0, 0, -1, 0, 6
1503701489081,0, -1, 0, -2, 1, 0, 0, 3
1503701489089,-3, -3, -2, -2, 0, 1, -2, -4
1503701489097,-3, -1, 0, 0, 0, 0, -1, -2
1503701489112,-1, -3, 0, 0, -1, -2, -1, 0
1503701489119,0, -1, 0, -2, -1, -1, -2, -5
1503701489127,1, 0, -1, 1, 0, -1, 1, -1
1503701489141,2, 1, 0, 1, -3, 1, -2, 1
1503701489149,0, 0, 0, -2, -1, -2, -1, -1
1503701489157,-3, -2, -3, 0, -2, -1, -2, -4
1503701489172,-1, -4, -1, -1, -2, 0, -1, -4
1503701489178,0, -2, 0, 0, 1, 0, 0, 1
1503701489187,2, 0, -2, 1, 0, -1, 0, 2
1503701489201,0, 0, 0, -1, -1, -1, -1, -5
1503701489210,-1, 1, 0, -2, 1, 1, 0, 1
1503701489217,-2, -1, -2, -1, 1, -1, -1, 0
1503701489234,-1, -1, 1, 0, -3, -1, -1, -4
1503701489239,-2, 2, -1, 1, -2, 0, 1, 0
1503701489247,1, -1, -2, -1, 0, 1, 0, 1
1503701489261,0, 0, -1, -1, -1, 0, 0, 2
1503701489270,-2, -1, -1, -1, -1, 0, -1, 0
1503701489277,1, 0, -3, -3, -1, -3, 0, -6
1503701489293,-3, -2, -2, 0, 0, -2, -1, -1
1503701489301,-1, -1, 1, 0, 0, -1, 1, 2
1503701489307,0, 1, 0, -1, -1, -1, -2, -2
1503701489321,1, 0, -1, -1, 0, -1, -4, -6
1503701489329,-1, -1, -2, -1, -2, -2, -1, -2
1503701489337,0, 0, 0, -1, 0, 0, -1, 1
1503701489352,0, -3, -2, -2, -1, 0, -1, -4
1503701489358,-1, -3, -2, -1, 0, 1, 1, -6
1503701489359,1, -3, -2, -2, 0, -1, 0, -3
1503701489367,-1, 0, 1, 0, 2, 0, 1, 4
1503701489381,-1, 0, -1, -1, -1, 1, 1, 5
1503701489389,0, -2, -2, -1, -1, -1, -2, -5
1503701489397,-2, 0, 0, 1, -1, 0, -2, 0
1503701489412,-1, 0, -1, -4, -1, -2, -2, -6
1503701489418,-1, -1, -3, -1, -1, 0, -2, -7
